id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
1567;265;94;18;3;12/12/2023;3.0;689.44;434.35;22.33;Concluído;Cartão de Crédito;NF-39658;Produto 94;Roupas;Camisetas;34.54;759.42;19.25;7;Fornecedor 13;08/10/2023;True;Cliente 18;cliente18@email.com;(11) 93230-2042;29/12/2022;Corporativo;São Paulo;SP;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Nordeste;Gerente 3;03/09/2020;Shopping
1568;48;50;36;4;21/12/2023;2.0;945.22;264.66;48.3;Em processamento;Pix;NF-54953;Produto 50;Móveis;Camas;444.84;931.66;2.94;1;Fornecedor 4;05/12/2023;True;Cliente 36;cliente36@email.com;(11) 92553-3810;22/04/2022;Premium;São Paulo;SP;Loja 4;Endereço da Loja 4;São Paulo;SP;Sudeste;Gerente 4;12/04/2018;Shopping
1569;71;58;49;3;07/08/2023;5.0;976.82;537.25;25.8;Em processamento;Dinheiro;NF-19597;Produto 58;Livros;Biografias;164.95;901.51;22.77;9;Fornecedor 12;03/06/2022;True;Cliente 49;cliente49@email.com;(11) 91496-2403;28/05/2022;Varejo;Belo Horizonte;MG;Loja 3;Endereço da Loja 3;São Paulo;SP;Nordeste;Gerente 3;12/08/2016;Centro Comercial
1570;20;39;25;5;15/04/2023;5.0;30.83;16.96;32.31;Concluído;Pix;NF-73046;Produto 39;Livros;Infantis;335.07;33.26;1.83;9;Fornecedor 10;29/10/2023;True;Cliente 25;cliente25@email.com;(11) 96138-4852;14/02/2022;Varejo;São Paulo;RJ;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Nordeste;Gerente 5;01/02/2017;Rua
1571;251;25;7;7;30/01/2023;2.0;291.75;99.2;46.97;Concluído;Pix;NF-49543;Produto 25;Roupas;Calças;153.34;316.09;14.77;8;Fornecedor 7;22/01/2023;True;Cliente 7;cliente7@email.com;(11) 99982-2474;25/04/2022;Premium;Rio de Janeiro;SP;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Nordeste;Gerente 7;31/01/2018;Centro Comercial
1572;121;87;48;1;02/09/2023;6.0;830.24;1195.55;35.01;Concluído;Pix;NF-43007;Produto 87;Roupas;Calças;328.45;795.5;28.66;10;Fornecedor 15;29/04/2022;True;Cliente 48;cliente48@email.com;(11) 93015-6370;05/10/2022;Varejo;Belo Horizonte;RJ;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Nordeste;Gerente 1;08/11/2020;Centro Comercial
1573;21;11;40;4;06/04/2023;5.0;499.52;149.86;26.4;Concluído;Boleto;NF-89190;Produto 11;Alimentos;Carnes;274.92;483.22;44.66;6;Fornecedor 14;10/02/2022;True;Cliente 40;cliente40@email.com;(11) 96048-6821;24/10/2022;Varejo;Recife;MG;Loja 4;Endereço da Loja 4;São Paulo;SP;Sul;Gerente 4;20/10/2015;Centro Comercial
1574;250;85;43;7;28/05/2023;6.0;311.13;74.67;10.01;Concluído;Cartão de Crédito;NF-36841;Produto 85;Livros;Técnicos;27.23;334.46;12.67;13;Fornecedor 9;21/11/2022;False;Cliente 43;cliente43@email.com;(11) 98956-4808;24/05/2022;Varejo;Belo Horizonte;RJ;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Nordeste;Gerente 7;16/09/2015;Rua
1575;206;99;16;8;12/04/2023;6.0;769.04;922.85;23.94;Concluído;Boleto;NF-60467;Produto 99;Móveis;Sofás;164.61;709.77;10.95;8;Fornecedor 11;23/09/2023;True;Cliente 16;cliente16@email.com;(11) 91241-5298;25/08/2022;Varejo;Porto Alegre;RJ;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Sudeste;Gerente 8;26/02/2017;Rua
1576;16;97;20;10;06/10/2023;6.0;629.97;188.99;20.19;Concluído;Cartão de Crédito;NF-10234;Produto 97;Móveis;Camas;445.87;662.92;8.99;3;Fornecedor 9;09/02/2022;True;Cliente 20;cliente20@email.com;(11) 91410-2318;22/02/2022;Corporativo;Porto Alegre;PE;Loja 10;Endereço da Loja 10;Recife;PE;Sudeste;Gerente 10;08/03/2015;Rua
1577;22;19;42;2;15/08/2023;2.0;927.58;556.55;17.52;Concluído;Pix;NF-34841;Produto 19;Móveis;Camas;186.49;980.46;15.72;5;Fornecedor 9;15/08/2022;True;Cliente 42;cliente42@email.com;(11) 93475-6127;10/02/2022;Varejo;São Paulo;MG;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sudeste;Gerente 2;30/01/2018;Rua
1578;36;91;19;5;22/06/2023;8.0;201.65;354.9;21.03;Concluído;Boleto;NF-39315;Produto 91;Alimentos;Cereais;271.97;198.13;4.18;12;Fornecedor 1;27/08/2023;False;Cliente 19;cliente19@email.com;(11) 91231-7576;24/06/2022;Corporativo;Recife;MG;Loja 5;Endereço da Loja 5;Recife;PE;Sul;Gerente 5;08/05/2018;Centro Comercial
1579;11;28;13;6;02/12/2023;2.0;412.82;222.92;47.42;Concluído;Cartão de Crédito;NF-36496;Produto 28;Livros;Técnicos;254.5;405.4;24.53;8;Fornecedor 5;13/09/2022;True;Cliente 13;cliente13@email.com;(11) 93000-4007;23/05/2022;Varejo;Porto Alegre;MG;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;11/02/2016;Rua
1580;157;1;38;2;25/01/2023;6.0;860.83;516.5;20.83;Concluído;Dinheiro;NF-67904;Produto 1;Móveis;Mesas;292.07;872.94;25.66;9;Fornecedor 6;13/07/2023;False;Cliente 38;cliente38@email.com;(11) 99085-9770;02/07/2022;Corporativo;Rio de Janeiro;SP;Loja 2;Endereço da Loja 2;Recife;PE;Nordeste;Gerente 2;29/06/2019;Shopping
1581;288;7;34;5;13/11/2023;4.0;390.97;140.75;39.57;Em processamento;Boleto;NF-14592;Produto 7;Eletrônicos;Tablets;286.06;392.82;7.54;11;Fornecedor 15;03/06/2023;True;Cliente 34;cliente34@email.com;(11) 91215-7613;07/12/2022;Corporativo;Rio de Janeiro;RJ;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Nordeste;Gerente 5;13/10/2015;Rua
1582;132;51;50;3;25/08/2023;6.0;435.65;130.69;16.74;Concluído;Cartão de Crédito;NF-78870;Produto 51;Roupas;Vestidos;248.95;445.5;30.83;1;Fornecedor 15;18/10/2023;True;Cliente 50;cliente50@email.com;(11) 91331-9159;23/09/2022;Corporativo;Belo Horizonte;RJ;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sul;Gerente 3;08/12/2016;Centro Comercial
1583;37;43;43;9;23/10/2023;3.0;433.7;234.2;30.51;Concluído;Cartão de Crédito;NF-66335;Produto 43;Livros;Autoajuda;296.81;460.99;5.94;5;Fornecedor 9;10/10/2022;True;Cliente 43;cliente43@email.com;(11) 95302-8830;20/02/2022;Varejo;Recife;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Sul;Gerente 9;16/05/2015;Shopping
1584;187;90;48;7;17/11/2023;2.0;387.16;123.89;34.1;Em processamento;Pix;NF-17892;Produto 90;Móveis;Sofás;458.64;421.29;43.68;8;Fornecedor 13;02/03/2023;True;Cliente 48;cliente48@email.com;(11) 94982-1177;09/05/2022;Corporativo;Belo Horizonte;RJ;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Sul;Gerente 7;07/07/2016;Centro Comercial
1585;201;62;21;5;10/09/2023;1.0;988.28;138.36;23.81;Concluído;Cartão de Crédito;NF-65301;Produto 62;Móveis;Armários;484.74;914.62;26.87;13;Fornecedor 14;20/01/2022;True;Cliente 21;cliente21@email.com;(11) 92227-7519;31/10/2022;Premium;Rio de Janeiro;RJ;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Nordeste;Gerente 5;06/02/2017;Centro Comercial
1586;132;56;10;1;05/09/2023;6.0;;349.91;23.83;Concluído;Dinheiro;NF-85693;Produto 56;Eletrônicos;Smartphones;345.21;859.27;39.44;11;Fornecedor 7;18/02/2023;True;Cliente 10;cliente10@email.com;(11) 98342-6247;05/01/2022;Corporativo;Rio de Janeiro;RS;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Nordeste;Gerente 1;07/05/2018;Rua
1587;289;32;11;2;01/11/2023;6.0;624.7;337.34;35.35;Em processamento;Pix;NF-19033;Produto 32;Roupas;Calçados;305.55;679.51;27.05;9;Fornecedor 2;10/06/2022;True;Cliente 11;cliente11@email.com;(11) 94197-6666;27/08/2022;Premium;São Paulo;RJ;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sul;Gerente 2;15/09/2019;Shopping
1588;290;5;49;10;30/06/2023;9.0;70.1;100.94;16.53;Em processamento;Cartão de Crédito;NF-70614;Produto 5;Livros;Técnicos;424.91;64.13;37.12;1;Fornecedor 1;30/06/2023;True;Cliente 49;cliente49@email.com;(11) 97203-9375;22/11/2022;Varejo;Recife;PE;Loja 10;Endereço da Loja 10;Recife;PE;Nordeste;Gerente 10;25/04/2020;Shopping
1589;116;33;10;2;22/07/2023;5.0;194.24;223.38;35.99;Concluído;Pix;NF-73529;Produto 33;Móveis;Sofás;384.97;186.65;24.01;13;Fornecedor 5;25/07/2023;True;Cliente 10;cliente10@email.com;(11) 97269-5906;19/04/2022;Premium;Recife;RJ;Loja 2;Endereço da Loja 2;Recife;PE;Sudeste;Gerente 2;09/02/2017;Shopping
1590;134;76;14;2;19/09/2023;6.0;549.32;362.55;36.3;Concluído;Pix;NF-73182;Produto 76;Móveis;Armários;272.79;515.45;38.1;9;Fornecedor 8;19/04/2023;False;Cliente 14;cliente14@email.com;(11) 96124-2562;04/05/2022;Premium;Belo Horizonte;MG;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;21/03/2017;Shopping
1591;85;35;47;8;09/05/2023;3.0;590.21;460.36;25.02;Em processamento;Dinheiro;NF-96108;Produto 35;Livros;Biografias;17.04;592.48;49.23;6;;20/10/2022;False;Cliente 47;cliente47@email.com;(11) 92951-3370;10/01/2022;Corporativo;Recife;RS;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sul;Gerente 8;22/04/2019;Shopping
1592;123;95;7;9;20/01/2023;8.0;713.64;1084.73;8.39;Concluído;Dinheiro;NF-19788;Produto 95;Eletrônicos;Smartphones;54.53;779.62;29.61;14;Fornecedor 4;03/01/2022;True;Cliente 7;cliente7@email.com;(11) 95483-8138;09/01/2022;Premium;Porto Alegre;RJ;Loja 9;Endereço da Loja 9;São Paulo;SP;Sul;Gerente 9;26/08/2015;Rua
1593;108;44;33;8;16/01/2023;8.0;363.42;610.55;20.02;Concluído;Boleto;NF-57403;Produto 44;Alimentos;Carnes;341.35;363.39;13.09;14;Fornecedor 7;24/05/2022;True;Cliente 33;cliente33@email.com;(11) 97609-7280;28/08/2022;Varejo;Recife;RJ;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Nordeste;Gerente 8;31/08/2018;Shopping
1594;233;23;18;4;17/12/2023;7.0;634.63;1332.72;21.82;Concluído;Pix;NF-60732;Produto 23;Livros;Infantis;224.69;596.25;44.72;10;Fornecedor 4;21/02/2022;True;Cliente 18;cliente18@email.com;(11) 93627-5805;08/03/2022;Corporativo;Belo Horizonte;RJ;Loja 4;Endereço da Loja 4;Porto Alegre;RS;Sudeste;Gerente 4;26/03/2020;Centro Comercial
1595;21;67;12;4;02/04/2023;5.0;702.69;245.94;46.31;Concluído;Dinheiro;NF-38985;Produto 67;Alimentos;Laticínios;297.0;749.0;22.67;12;Fornecedor 15;19/12/2022;True;Cliente 12;cliente12@email.com;(11) 98072-8618;23/04/2022;Corporativo;Porto Alegre;RJ;Loja 4;Endereço da Loja 4;Recife;PE;Nordeste;Gerente 4;03/04/2020;Rua
1596;196;74;13;9;28/11/2023;7.0;427.24;239.25;16.84;Concluído;Cartão de Crédito;NF-21738;Produto 74;Móveis;Sofás;498.66;408.07;37.15;5;Fornecedor 4;10/06/2022;False;Cliente 13;cliente13@email.com;(11) 99891-6232;05/10/2022;Corporativo;Belo Horizonte;MG;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Nordeste;Gerente 9;19/01/2017;Centro Comercial
1597;52;63;16;2;11/01/2023;7.0;65.97;73.89;17.69;Concluído;Boleto;NF-64521;Produto 63;Livros;Técnicos;307.83;63.43;10.36;2;Fornecedor 7;05/06/2023;False;Cliente 16;cliente16@email.com;(11) 94134-1814;20/01/2022;Premium;São Paulo;MG;Loja 2;Endereço da Loja 2;Recife;PE;Nordeste;Gerente 2;15/03/2019;Centro Comercial
1598;65;29;44;7;02/11/2023;6.0;911.08;273.32;32.63;Em processamento;Boleto;NF-32437;Produto 29;Livros;Biografias;22.9;922.74;47.22;2;Fornecedor 5;15/01/2022;True;Cliente 44;cliente44@email.com;(11) 91877-9325;25/07/2022;Corporativo;São Paulo;PE;Loja 7;Endereço da Loja 7;São Paulo;SP;Sudeste;Gerente 7;02/01/2019;Centro Comercial
1599;272;68;16;6;15/06/2023;6.0;755.37;1087.73;39.97;Em processamento;Pix;NF-51376;Produto 68;Móveis;Armários;196.03;693.99;25.39;2;Fornecedor 12;08/03/2022;True;Cliente 16;cliente16@email.com;(11) 92082-1587;17/09/2022;Corporativo;Belo Horizonte;RS;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;27/03/2020;Centro Comercial
1600;129;48;38;8;17/06/2023;2.0;749.25;359.64;48.66;Concluído;Cartão de Crédito;NF-29388;Produto 48;Móveis;Camas;236.05;681.46;9.52;10;Fornecedor 15;22/04/2023;True;Cliente 38;cliente38@email.com;(11) 99459-2092;25/10/2022;Premium;Rio de Janeiro;RJ;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sudeste;Gerente 8;21/10/2019;Shopping
1601;69;54;47;8;10/03/2023;8.0;165.7;145.82;35.32;Concluído;Pix;NF-36787;Produto 54;Livros;Autoajuda;150.52;169.88;33.03;10;Fornecedor 10;10/11/2022;True;Cliente 47;cliente47@email.com;(11) 96089-4879;09/05/2022;Premium;São Paulo;SP;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Nordeste;Gerente 8;17/10/2016;Centro Comercial
1602;206;7;9;10;08/12/2023;1.0;845.29;67.62;48.18;Concluído;Boleto;NF-44508;Produto 7;Roupas;Calçados;300.83;791.3;23.95;9;Fornecedor 5;07/04/2022;False;Cliente 9;cliente9@email.com;(11) 97043-2076;09/01/2022;Corporativo;Recife;MG;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Sudeste;Gerente 10;08/09/2015;Rua
1603;144;93;22;4;28/03/2023;1.0;927.17;83.45;13.9;Cancelado;Dinheiro;NF-22336;Produto 93;Alimentos;Carnes;264.52;890.89;17.3;9;Fornecedor 2;29/07/2023;True;Cliente 22;cliente22@email.com;(11) 91213-8023;03/06/2022;Varejo;Rio de Janeiro;SP;Loja 4;Endereço da Loja 4;Recife;PE;Sudeste;Gerente 4;07/11/2017;Centro Comercial
1604;58;83;38;8;02/11/2023;;481.87;43.37;11.41;Concluído;Boleto;NF-92717;Produto 83;Alimentos;Congelados;93.66;452.6;34.74;3;Fornecedor 8;10/12/2022;True;Cliente 38;cliente38@email.com;(11) 98101-9418;23/09/2022;Premium;Porto Alegre;RJ;Loja 8;Endereço da Loja 8;Recife;PE;Nordeste;Gerente 8;09/04/2015;Shopping
1605;291;88;35;10;03/01/2023;4.0;805.39;579.88;22.22;Concluído;Boleto;NF-66454;Produto 88;Roupas;Jaquetas;413.34;838.0;29.74;14;Fornecedor 12;14/09/2022;True;Cliente 35;cliente35@email.com;(11) 95303-8742;08/12/2022;Premium;Recife;RJ;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Nordeste;Gerente 10;15/02/2016;Shopping
1606;292;15;49;8;08/06/2023;6.0;588.74;105.97;17.4;Concluído;Boleto;NF-21992;Produto 15;Eletrônicos;Smartphones;64.49;554.97;38.14;15;Fornecedor 13;26/06/2022;False;Cliente 49;cliente49@email.com;(11) 99968-8545;10/12/2022;Premium;São Paulo;PE;Loja 8;Endereço da Loja 8;São Paulo;SP;Sul;Gerente 8;05/04/2019;Rua
1607;114;58;28;5;25/07/2023;2.0;862.96;379.7;49.64;Concluído;Cartão de Crédito;NF-16296;Produto 58;Móveis;Sofás;462.48;806.47;27.87;15;Fornecedor 12;26/12/2023;False;Cliente 28;cliente28@email.com;(11) 96874-3202;09/10/2022;Corporativo;Rio de Janeiro;PE;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Nordeste;Gerente 5;14/11/2018;Centro Comercial
1608;237;68;40;9;17/03/2023;2.0;978.67;411.04;44.52;Concluído;Cartão de Crédito;NF-72423;Produto 68;Alimentos;Cereais;11.1;968.84;26.24;11;Fornecedor 1;31/05/2022;True;Cliente 40;cliente40@email.com;(11) 94093-7953;31/12/2022;Premium;São Paulo;PE;Loja 9;Endereço da Loja 9;Recife;PE;Sudeste;Gerente 9;25/09/2020;Centro Comercial
1609;293;96;18;10;22/01/2023;2.0;554.35;88.7;44.19;Em processamento;Cartão de Crédito;NF-87121;Produto 96;Livros;Técnicos;343.81;542.91;32.3;4;Fornecedor 1;25/09/2023;False;Cliente 18;cliente18@email.com;(11) 98639-8672;09/11/2022;Premium;Recife;RS;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sul;Gerente 10;01/01/2018;Shopping
1610;37;18;32;2;23/08/2023;9.0;1045.89;94.13;16.97;Em processamento;Pix;NF-39910;Produto 18;Roupas;Calçados;405.39;973.61;14.0;11;Fornecedor 6;18/08/2023;True;Cliente 32;cliente32@email.com;(11) 94355-3164;10/04/2022;Corporativo;Porto Alegre;SP;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sudeste;Gerente 2;01/10/2017;Shopping
1611;60;52;34;9;07/03/2023;6.0;964.17;694.2;10.64;Concluído;Boleto;NF-59233;Produto 52;Móveis;Cadeiras;317.95;916.89;18.28;11;Fornecedor 11;01/07/2022;True;Cliente 34;cliente34@email.com;(11) 97673-6772;10/06/2022;Premium;Recife;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Sudeste;Gerente 9;30/01/2019;Centro Comercial
1612;258;97;2;4;01/05/2023;1.0;410.23;123.07;6.87;Concluído;Dinheiro;NF-72536;Produto 97;Eletrônicos;Tablets;427.61;418.81;27.11;10;Fornecedor 13;05/01/2022;True;Cliente 2;cliente2@email.com;(11) 94566-7360;02/08/2022;Corporativo;Recife;SP;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sudeste;Gerente 4;20/12/2017;Rua
1613;28;95;23;1;14/06/2023;2.0;395.89;118.77;22.6;Concluído;Dinheiro;NF-58142;Produto 95;Eletrônicos;Áudio;291.07;416.05;14.6;12;Fornecedor 15;26/08/2023;True;Cliente 23;cliente23@email.com;(11) 98986-8273;10/09/2022;Premium;São Paulo;PE;Loja 1;Endereço da Loja 1;Belo Horizonte;MG;Sudeste;Gerente 1;02/10/2018;Shopping
1614;263;85;38;6;01/03/2023;5.0;188.63;254.65;28.1;Concluído;Dinheiro;NF-31241;Produto 85;Roupas;Calças;26.16;183.7;32.08;3;Fornecedor 1;06/10/2022;True;Cliente 38;cliente38@email.com;(11) 99593-4247;30/09/2022;Varejo;Recife;SP;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;02/04/2015;Rua
1615;73;33;10;3;09/11/2023;8.0;860.41;0.0;29.86;Em processamento;Dinheiro;NF-18692;Produto 33;Móveis;Camas;420.92;886.05;29.57;4;Fornecedor 9;04/09/2022;True;Cliente 10;cliente10@email.com;(11) 94914-9298;17/02/2022;Corporativo;Recife;MG;Loja 3;Endereço da Loja 3;Recife;PE;Sudeste;Gerente 3;15/02/2015;Shopping
1616;170;12;34;6;15/07/2023;5.0;266.03;266.03;13.82;Concluído;Cartão de Crédito;NF-39264;Produto 12;Alimentos;Bebidas;94.34;250.86;46.61;4;Fornecedor 9;15/09/2023;True;Cliente 34;cliente34@email.com;(11) 98237-3984;05/01/2022;Premium;São Paulo;RS;Loja 6;Endereço da Loja 6;Recife;PE;Sul;Gerente 6;07/12/2018;Shopping
1617;28;12;49;10;12/07/2023;2.0;9.52;0.76;19.01;Concluído;Pix;NF-63988;Produto 12;Eletrônicos;Notebooks;159.43;10.52;36.84;12;Fornecedor 2;01/05/2023;True;Cliente 49;cliente49@email.com;(11) 96179-2778;31/12/2022;Corporativo;Recife;SP;Loja 10;Endereço da Loja 10;Recife;PE;Nordeste;Gerente 10;27/07/2020;Rua
1618;276;94;45;2;26/07/2023;8.0;46.35;7.42;14.19;Concluído;Cartão de Crédito;NF-54956;Produto 94;Móveis;Sofás;184.9;48.42;47.1;7;Fornecedor 3;25/09/2022;True;Cliente 45;cliente45@email.com;(11) 92881-4543;09/01/2022;Premium;Recife;PE;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sul;Gerente 2;27/02/2020;Shopping
1619;294;61;4;6;28/05/2023;6.0;;291.12;44.12;Concluído;Cartão de Crédito;NF-87737;Produto 61;LIVROS;Infantis;435.13;257.21;27.24;5;Fornecedor 2;23/02/2023;False;Cliente 4;cliente4@email.com;(11) 97132-2950;19/03/2022;Premium;Belo Horizonte;RS;Loja 6;Endereço da Loja 6;Recife;PE;Nordeste;Gerente 6;25/02/2018;Centro Comercial
1620;85;9;36;8;03/03/2023;8.0;505.99;404.79;23.9;Concluído;Boleto;NF-21532;Produto 9;Alimentos;Bebidas;238.76;508.54;47.91;10;Fornecedor 13;06/07/2023;True;Cliente 36;cliente36@email.com;(11) 91359-2488;01/02/2022;Varejo;São Paulo;MG;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sudeste;Gerente 8;14/09/2020;Rua
1621;76;83;19;2;07/07/2023;3.0;580.24;174.07;5.31;Em processamento;Pix;NF-69415;Produto 83;Alimentos;Carnes;277.76;559.05;49.12;14;Fornecedor 3;18/08/2022;True;Cliente 19;cliente19@email.com;(11) 94263-6043;01/03/2022;Varejo;São Paulo;MG;Loja 2;Endereço da Loja 2;Recife;PE;Nordeste;Gerente 2;10/02/2017;Shopping
1622;295;14;48;9;21/06/2023;3.0;60.7;41.88;7.14;Concluído;Dinheiro;NF-30344;Produto 14;Livros;Ficção;451.05;62.16;30.27;6;Fornecedor 6;31/10/2023;True;Cliente 48;cliente48@email.com;(11) 97836-8306;10/01/2022;Premium;Belo Horizonte;RJ;Loja 9;Endereço da Loja 9;Recife;PE;Nordeste;Gerente 9;28/07/2017;Shopping
1623;234;4;30;2;26/11/2023;6.0;362.78;65.3;40.96;Concluído;Boleto;NF-44128;Produto 4;Móveis;Sofás;317.33;380.5;34.78;1;Fornecedor 4;03/05/2023;True;Cliente 30;cliente30@email.com;(11) 95713-6919;07/09/2022;Premium;Rio de Janeiro;PE;Loja 2;Endereço da Loja 2;São Paulo;SP;Sul;Gerente 2;29/04/2019;Rua
1624;122;21;49;1;26/05/2023;8.0;294.86;353.83;24.09;Concluído;Pix;NF-42562;Produto 21;Móveis;Mesas;406.77;315.46;0.51;9;Fornecedor 13;13/07/2023;False;Cliente 49;cliente49@email.com;(11) 96783-2711;15/11/2022;Varejo;São Paulo;PE;Loja 1;Endereço da Loja 1;Belo Horizonte;MG;Nordeste;Gerente 1;20/10/2017;Shopping
1625;254;54;17;7;22/06/2023;9.0;915.26;1153.23;31.96;Concluído;Dinheiro;NF-84323;Produto 54;Eletrônicos;Notebooks;137.26;870.06;41.04;13;Fornecedor 3;01/10/2023;True;Cliente 17;cliente17@email.com;(11) 94351-3332;16/07/2022;Varejo;São Paulo;MG;Loja 7;Endereço da Loja 7;Belo Horizonte;MG;Nordeste;Gerente 7;27/12/2017;Shopping
1626;149;99;16;5;03/11/2023;9.0;555.14;699.48;9.99;Em processamento;Dinheiro;NF-96581;Produto 99;LIVROS;Biografias;351.04;596.5;49.02;4;Fornecedor 13;22/11/2023;True;Cliente 16;cliente16@email.com;(11) 96220-6249;07/01/2022;Varejo;Belo Horizonte;RS;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Nordeste;Gerente 5;04/02/2015;Shopping
1627;180;26;12;8;18/03/2023;7.0;577.37;80.83;39.87;Concluído;Cartão de Crédito;NF-95973;Produto 26;Móveis;Mesas;265.78;611.58;30.86;6;Fornecedor 14;29/04/2022;True;Cliente 12;cliente12@email.com;(11) 92640-2650;01/02/2022;Varejo;São Paulo;RJ;Loja 8;Endereço da Loja 8;Recife;PE;Nordeste;Gerente 8;29/07/2019;Centro Comercial
1628;296;98;41;3;15/12/2023;9.0;1022.87;276.17;33.07;Concluído;Boleto;NF-12570;Produto 98;Alimentos;Congelados;135.07;981.62;27.62;4;Fornecedor 9;27/02/2023;True;Cliente 41;cliente41@email.com;(11) 95703-8741;27/12/2022;Varejo;Recife;MG;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Sudeste;Gerente 3;15/01/2018;Rua
1629;35;83;5;4;30/08/2023;;721.6;202.05;29.68;Em processamento;Pix;NF-16226;Produto 83;Livros;Infantis;335.61;748.19;6.88;11;Fornecedor 7;20/09/2023;True;Cliente 5;cliente5@email.com;(11) 92790-6461;18/11/2022;Premium;Belo Horizonte;SP;Loja 4;Endereço da Loja 4;Porto Alegre;RS;Nordeste;Gerente 4;18/12/2018;Shopping
1630;132;91;6;3;17/02/2023;1.0;927.36;185.47;43.17;Concluído;Cartão de Crédito;NF-12949;Produto 91;Roupas;Jaquetas;163.57;987.41;10.66;9;Fornecedor 6;17/02/2023;True;Cliente 6;cliente6@email.com;(11) 91065-4764;11/03/2022;Premium;Rio de Janeiro;PE;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Sul;Gerente 3;20/11/2018;Centro Comercial
1631;297;8;39;3;08/11/2023;2.0;52.34;30.36;43.99;Concluído;Cartão de Crédito;NF-92694;Produto 8;Móveis;Sofás;402.64;48.9;21.05;12;Fornecedor 11;09/03/2023;False;Cliente 39;cliente39@email.com;(11) 94130-7474;25/03/2022;Premium;Recife;PE;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Nordeste;Gerente 3;01/02/2018;Rua
1632;298;84;37;1;29/07/2023;7.0;623.21;1046.99;40.89;Concluído;Pix;NF-65434;Produto 84;Livros;Infantis;323.88;566.69;4.5;1;Fornecedor 15;10/05/2022;True;Cliente 37;cliente37@email.com;(11) 94268-1986;08/02/2022;Corporativo;Recife;SP;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Sul;Gerente 1;09/12/2020;Centro Comercial
1633;270;16;22;4;18/06/2023;8.0;133.11;287.52;19.83;Concluído;Dinheiro;NF-76882;Produto 16;Móveis;Cadeiras;467.37;137.29;47.78;12;Fornecedor 13;13/12/2022;True;Cliente 22;cliente22@email.com;(11) 93542-6000;01/03/2022;Varejo;Rio de Janeiro;MG;Loja 4;Endereço da Loja 4;Belo Horizonte;MG;Nordeste;Gerente 4;19/08/2015;Centro Comercial
1634;194;29;28;1;05/20/2023;1.0;142.56;41.34;23.74;Em processamento;Boleto;NF-48260;Produto 29;Livros;Técnicos;188.03;151.65;42.32;13;Fornecedor 12;14/01/2023;True;Cliente 28;cliente28@email.com;(11) 92620-3443;10/09/2022;Varejo;Porto Alegre;RS;Loja 1;Endereço da Loja 1;Belo Horizonte;MG;Nordeste;Gerente 1;19/12/2015;Rua
